ik14,target_gene,action_type,mechanism_of_action
KXMZDGSRSGHMMK,AXL,INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor
JGWRKYUXBBNENE,CSF1R,INHIBITOR,Macrophage colony stimulating factor receptor inhibitor
JGWRKYUXBBNENE,FLT3,INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor
JGWRKYUXBBNENE,KIT,INHIBITOR,Stem cell growth factor receptor inhibitor
REQQVBGILUTQNN,ENPP2,INHIBITOR,Autotaxin inhibitor
PDGKHKMBHVFCMG,CDK4,INHIBITOR,Cyclin-dependent kinase 4 inhibitor
PDGKHKMBHVFCMG,CDK6,INHIBITOR,Cyclin-dependent kinase 6 inhibitor
BLGWHBSBBJNKJO,PIK3CA,INHIBITOR,PI3-kinase p110-alpha subunit inhibitor
RNOAOAWBMHREKO,BTK,INHIBITOR,Tyrosine-protein kinase BTK inhibitor
UXIPFQUBOVWAQW,HTR2A,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist
SDEAXTCZPQIFQM,ERBB2,INHIBITOR,Receptor protein-tyrosine kinase erbB-2 inhibitor
PUKBOVABABRILL,C5AR1,ANTAGONIST,C5a anaphylatoxin chemotactic receptor antagonist
KJNNWYBAOPXVJY,AGER,ANTAGONIST,Advanced glycosylation end product-specific receptor antagonist
YIMYDTCOUQIDMT,KEAP1,INHIBITOR,Kelch-like ECH-associated protein 1 inhibitor
WKDNQONLGXOZRG,BACE1,INHIBITOR,Beta-secretase 1 inhibitor
GFHAXPJGXSQLPT,GABRA1,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRB2,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRG2,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRB3,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRA4,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRG3,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRQ,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRA3,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRP,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRD,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRG1,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRB1,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRE,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRA2,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRA5,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,GABRA6,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator
GFHAXPJGXSQLPT,SCN1A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN5A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN4A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN7A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN2A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN9A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN3A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN11A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN8A,INHIBITOR,Sodium channel alpha subunit inhibitor
GFHAXPJGXSQLPT,SCN10A,INHIBITOR,Sodium channel alpha subunit inhibitor
DBPPRLRVDVJOCL,dacB,INHIBITOR,Bacterial penicillin-binding protein inhibitor
DBPPRLRVDVJOCL,ftsI,INHIBITOR,Bacterial penicillin-binding protein inhibitor
DBPPRLRVDVJOCL,mrcA,INHIBITOR,Bacterial penicillin-binding protein inhibitor
DBPPRLRVDVJOCL,mrcB,INHIBITOR,Bacterial penicillin-binding protein inhibitor
DBPPRLRVDVJOCL,dacA,INHIBITOR,Bacterial penicillin-binding protein inhibitor
DBPPRLRVDVJOCL,mrdA,INHIBITOR,Bacterial penicillin-binding protein inhibitor
DBPPRLRVDVJOCL,dacC,INHIBITOR,Bacterial penicillin-binding protein inhibitor
XPIJWUTXQAGSLK,gyrB,INHIBITOR,DNA gyrase inhibitor
XPIJWUTXQAGSLK,gyrA,INHIBITOR,DNA gyrase inhibitor
XPIJWUTXQAGSLK,parC,INHIBITOR,Topoisomerase IV inhibitor
XPIJWUTXQAGSLK,parE,INHIBITOR,Topoisomerase IV inhibitor
QIVUCLWGARAQIO,CALCRL,ANTAGONIST,Calcitonin gene-related peptide type 1 receptor antagonist
WNEODWDFDXWOLU,BTK,INHIBITOR,Tyrosine-protein kinase BTK inhibitor
RWWYLEGWBNMMLJ,L,INHIBITOR,RNA-directed RNA polymerase L inhibitor
RWWYLEGWBNMMLJ,rep,INHIBITOR,Replicase polyprotein 1ab inhibitor
QZFHIXARHDBPBY,GUCY1B1,ACTIVATOR,Soluble guanylate cyclase activator
QZFHIXARHDBPBY,GUCY1B2,ACTIVATOR,Soluble guanylate cyclase activator
QZFHIXARHDBPBY,GUCY1A2,ACTIVATOR,Soluble guanylate cyclase activator
QZFHIXARHDBPBY,GUCY1A1,ACTIVATOR,Soluble guanylate cyclase activator
QUIWHXQETADMGN,BTK,INHIBITOR,Tyrosine-protein kinase BTK inhibitor
HKTBYUWLRDZAJK,MKNK2,INHIBITOR,MAP kinase-interacting serine/threonine-protein kinase 1/2 inhibitor
HKTBYUWLRDZAJK,MKNK1,INHIBITOR,MAP kinase-interacting serine/threonine-protein kinase 1/2 inhibitor
JUVQLZBJFOGEEO,CHRM1,POSITIVE ALLOSTERIC MODULATOR,Muscarinic acetylcholine receptor M1 positive allosteric modulator
FWCVZAQENIZVMY,HBA1,POSITIVE MODULATOR,Hemoglobin HbA positive modulator
FWCVZAQENIZVMY,HBA2,POSITIVE MODULATOR,Hemoglobin HbA positive modulator
FWCVZAQENIZVMY,HBB,POSITIVE MODULATOR,Hemoglobin HbA positive modulator
GRTDDIZIUSADLD,REN,INHIBITOR,Renin inhibitor
DWYRIWUZIJHQKQ,KIT,INHIBITOR,Stem cell growth factor receptor inhibitor
DWYRIWUZIJHQKQ,PDGFRA,INHIBITOR,Platelet-derived growth factor receptor alpha inhibitor
AACUJFVOHGRMTR,BACE1,INHIBITOR,Beta-secretase 1 inhibitor
VOVZXURTCKPRDQ,ABL1,INHIBITOR,Tyrosine-protein kinase ABL inhibitor
PIBARDGJJAGJAJ,CFD,INHIBITOR,Complement factor D inhibitor
ACCFLVVUVBJNGT,MTOR,INHIBITOR,Serine/threonine-protein kinase mTOR inhibitor
ACCFLVVUVBJNGT,PIK3R1,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3CB,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3CG,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3CA,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3R2,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3CD,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3R5,INHIBITOR,PI3-kinase class I inhibitor
ACCFLVVUVBJNGT,PIK3R3,INHIBITOR,PI3-kinase class I inhibitor
GMPZPHGHNDMRKL,AVPR1A,ANTAGONIST,Vasopressin V1a receptor antagonist
OZOGDCZJYVSUBR,NCBP2,MODULATOR,Cap binding complex modulator
OZOGDCZJYVSUBR,NCBP1,MODULATOR,Cap binding complex modulator
RZVPBGBYGMDSBG,PA,INHIBITOR,Polymerase acidic protein inhibitor
SIFNOOUKXBRGGB,ESR1,DEGRADER,Estrogen receptor alpha degrader
HJPXZXVKLGEMGP,ENPEP,INHIBITOR,Aminopeptidase A inhibitor
RLCLASQCAPXVLM,MYH7,INHIBITOR,Cardiac myosin inhibitor
RLCLASQCAPXVLM,MYH6,INHIBITOR,Cardiac myosin inhibitor
RLCLASQCAPXVLM,MYH7B,INHIBITOR,Cardiac myosin inhibitor
RLCLASQCAPXVLM,MYL3,INHIBITOR,Cardiac myosin inhibitor
RLCLASQCAPXVLM,MYL2,INHIBITOR,Cardiac myosin inhibitor
RLCLASQCAPXVLM,MYL7,INHIBITOR,Cardiac myosin inhibitor
RLCLASQCAPXVLM,MYL4,INHIBITOR,Cardiac myosin inhibitor
HCDMJFOHIXMBOV,FGFR2,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor
HCDMJFOHIXMBOV,FGFR3,INHIBITOR,Fibroblast growth factor receptor 3 inhibitor
HCDMJFOHIXMBOV,FGFR1,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor
XULSCZPZVQIMFM,SLC10A2,INHIBITOR,Ileal bile acid transporter inhibitor
NBGABHGMJVIVBW,HCRTR2,ANTAGONIST,Orexin receptor antagonist
NBGABHGMJVIVBW,HCRTR1,ANTAGONIST,Orexin receptor antagonist
MQXWPWOCXGARRK,TNNI2,ACTIVATOR,Fast skeletal troponin complex activator
MQXWPWOCXGARRK,TNNT3,ACTIVATOR,Fast skeletal troponin complex activator
MQXWPWOCXGARRK,TNNC2,ACTIVATOR,Fast skeletal troponin complex activator
YFHRCLAKZBDRHN,UGCG,INHIBITOR,Ceramide glucosyltransferase inhibitor
KZSKGLFYQAYZCO,NR1H4,AGONIST,Bile acid receptor FXR agonist
ZQPDJCIXJHUERQ,PIK3CD,INHIBITOR,PI3-kinase p110-delta subunit inhibitor
MUJMYVFVAWFUJL,ERBB2,INHIBITOR,Epidermal growth factor receptor inhibitor
MUJMYVFVAWFUJL,EGFR,INHIBITOR,Epidermal growth factor receptor inhibitor
MUJMYVFVAWFUJL,ERBB4,INHIBITOR,Epidermal growth factor receptor inhibitor
MUJMYVFVAWFUJL,ERBB3,INHIBITOR,Epidermal growth factor receptor inhibitor
XAYGBKHKBBXDAK,PKLR,ACTIVATOR,Pyruvate kinase isozymes R/L activator
BBGHHIUQOKQCBW,GRM2,AGONIST,Metabotropic glutamate receptor 2 agonist
URCMKDJBULWNAI,TRPV4,ANTAGONIST,Transient receptor potential cation channel subfamily V member 4 antagonist
KISZAGQTIXIVAR,ESR1,DEGRADER,Estrogen receptor alpha degrader
GBLBJPZSROAGMF,RET,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor
GBLBJPZSROAGMF,CCDC6,INHIBITOR,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET inhibitor
GBLBJPZSROAGMF,KIF5B,INHIBITOR,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET inhibitor
HIIMPSTXUQUYOO,GHSR,AGONIST,Ghrelin receptor agonist
JNPRPMBJODOFEC,MAPK3,INHIBITOR,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor
JNPRPMBJODOFEC,MAPK1,INHIBITOR,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor
KZFFYEPYCVDOGE,PKLR,ACTIVATOR,Pyruvate kinase isozymes R/L activator
MKXOUIKTXREBLX,CXCR4,ANTAGONIST,C-X-C chemokine receptor type 4 antagonist
BJXYHBKEQFQVES,TLR8,ANTAGONIST,Toll-like receptor 8 antagonist
BJXYHBKEQFQVES,TLR7,ANTAGONIST,Toll-like receptor 7 antagonist
QVCAATSEPLQVBX,MT-ND6,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA10,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS8,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,MT-ND4L,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA6,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,MT-ND1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB6,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA4,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA11,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB7,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,MT-ND2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,MT-ND5,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA8,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB5,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,MT-ND4,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,MT-ND3,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFAB1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS4,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB3,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFC1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS5,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS7,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS6,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS3,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA3,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB4,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB8,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA7,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFC2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB10,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFV2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFS1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFV1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFV3,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA5,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA9,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFAF2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFAF3,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA4L2,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB11,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFAF4,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA13,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFA12,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFAF1,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
QVCAATSEPLQVBX,NDUFB9,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor
JYVSYFGHYFXYBE,AXL,INHIBITOR,TAM-family receptor tyrosine kinase inhibitor
JYVSYFGHYFXYBE,MERTK,INHIBITOR,TAM-family receptor tyrosine kinase inhibitor
JYVSYFGHYFXYBE,TYRO3,INHIBITOR,TAM-family receptor tyrosine kinase inhibitor
SOJDTNUCCXWTMG,LPAR1,ANTAGONIST,lysophosphatidic acid receptor 1 antagonist
QMPBBNUOBOFBFS,nsp5,INHIBITOR,SARS-CoV-2 3CL/main protease (Mpro) inhibitor
ROTWSDMXHVGAHZ,ALOX5AP,INHIBITOR,5-lipoxygenase-activating protein (FLAP) inhibitor
GTQPEQGDLVSFJO,P2RX3,ANTAGONIST,P2X3 purinergic receptor antagonist
PYOQIOLRFIRRSO,MAPKAPK2,INHIBITOR,covalent MK2 (MAPKAPK2) kinase inhibitor
VYKCLMALANGCDF,CDK9,INHIBITOR,CDK9 transcriptional kinase inhibitor
UXHQLGLGLZKHTC,NR3C2,ANTAGONIST,non-steroidal mineralocorticoid receptor antagonist
OROAFUQRIXKEMV,AGTR1,ANTAGONIST,angiotensin II type 1 receptor blocker
JPIAJLPRTOWAEC,CFTR,MODULATOR,CFTR corrector (folding/trafficking modulator)
PSIFNNKUMBGKDQ,AGTR1,ANTAGONIST,angiotensin II type 1 receptor blocker
LSXUTRRVVSPWDZ,BIRC2,ANTAGONIST,IAP antagonist (SMAC mimetic) targeting cIAP1
LSXUTRRVVSPWDZ,BIRC3,ANTAGONIST,IAP antagonist (SMAC mimetic) targeting cIAP2
LSXUTRRVVSPWDZ,XIAP,ANTAGONIST,IAP antagonist (SMAC mimetic) targeting XIAP
OIPILFWXSMYKGL,CHRM1,AGONIST,acetylcholine muscarinic receptor agonist
OIPILFWXSMYKGL,CHRNA1,AGONIST,acetylcholine nicotinic receptor agonist
DCYBPMFXJCWXNB,POLA1,INHIBITOR,deoxycytidine nucleoside analog; DNA polymerase inhibitor/DNA-incorporating
CUHVIMMYOGQXCV,ADRA2A,AGONIST,alpha-2 adrenergic receptor agonist
VLULRUCCHYVXOH,DRD2,ANTAGONIST,dopamine D2 receptor antagonist and ClpP agonist (imipridone)
VLULRUCCHYVXOH,CLPP,AGONIST,dopamine D2 receptor antagonist and ClpP agonist (imipridone)
KTUFNOKKBVMGRW,ABL1,INHIBITOR,BCR-ABL tyrosine kinase inhibitor
KTUFNOKKBVMGRW,KIT,INHIBITOR,"BCR-ABL tyrosine kinase inhibitor (also KIT, PDGFR)"
KTUFNOKKBVMGRW,PDGFRA,INHIBITOR,"BCR-ABL tyrosine kinase inhibitor (also KIT, PDGFR)"
NHTKGYOMICWFQZ,RRM1,INHIBITOR,gemcitabine ProTide; ribonucleotide reductase inhibitor (active dFdCDP/dFdCTP)
VUJZFNSWCNSGDV,EBNA1,INHIBITOR,Epstein-Barr virus nuclear antigen 1 (EBNA1) inhibitor
BZZKEPGENYLQSC,TYK2,INHIBITOR,allosteric TYK2 (JH2 pseudokinase) inhibitor
ONIQOQHATWINJY,MET,INHIBITOR,"multikinase inhibitor (MET, VEGFR2, AXL, RET)"
ONIQOQHATWINJY,KDR,INHIBITOR,"multikinase inhibitor (MET, VEGFR2, AXL, RET)"
ONIQOQHATWINJY,AXL,INHIBITOR,"multikinase inhibitor (MET, VEGFR2, AXL, RET)"
ONIQOQHATWINJY,RET,INHIBITOR,"multikinase inhibitor (MET, VEGFR2, AXL, RET)"
WOSKHXYHFSIKNG,KDR,INHIBITOR,multikinase VEGFR/FGFR/RET inhibitor
WOSKHXYHFSIKNG,FGFR1,INHIBITOR,multikinase VEGFR/FGFR/RET inhibitor
WOSKHXYHFSIKNG,RET,INHIBITOR,multikinase VEGFR/FGFR/RET inhibitor
MLDQJTXFUGDVEO,BRAF,INHIBITOR,multikinase RAF/VEGFR inhibitor
MLDQJTXFUGDVEO,KDR,INHIBITOR,multikinase RAF/VEGFR inhibitor
MLDQJTXFUGDVEO,PDGFRB,INHIBITOR,multikinase RAF/VEGFR inhibitor
KDGFLJKFZUIJMX,ALK,INHIBITOR,ALK tyrosine kinase inhibitor
XZWYZXLIPXDOLR,PRKAB1,ACTIVATOR,biguanide; AMPK activation / mitochondrial complex I inhibition
XZWYZXLIPXDOLR,MT-ND1,INHIBITOR,biguanide; mitochondrial respiratory complex I inhibition
XZXHXSATPCNXJR,KDR,INHIBITOR,multikinase VEGFR/FGFR/PDGFR inhibitor
XZXHXSATPCNXJR,FGFR1,INHIBITOR,multikinase VEGFR/FGFR/PDGFR inhibitor
XZXHXSATPCNXJR,PDGFRA,INHIBITOR,multikinase VEGFR/FGFR/PDGFR inhibitor
WHMMKPWGWNYYFE,AXL,INHIBITOR,AXL/MERTK tyrosine kinase inhibitor
WHMMKPWGWNYYFE,MERTK,INHIBITOR,AXL/MERTK tyrosine kinase inhibitor
JHDKZFFAIZKUCU,HDAC1,INHIBITOR,histone deacetylase (HDAC) inhibitor
JHDKZFFAIZKUCU,HDAC2,INHIBITOR,histone deacetylase (HDAC) inhibitor
JHDKZFFAIZKUCU,HDAC3,INHIBITOR,histone deacetylase (HDAC) inhibitor
VSZGPKBBMSAYNT,,INHIBITOR,influenza neuraminidase inhibitor (oseltamivir prodrug active oseltamivir carboxylate)
TYNLGDBUJLVSMA,IL1B,INHIBITOR,diacerein/rhein; inhibits IL-1beta synthesis and signaling
TYNLGDBUJLVSMA,IL1R1,ANTAGONIST,diacerein/rhein; inhibits IL-1beta signaling
WDOGQTQEKVLZIJ,TUBB,INHIBITOR,combretastatin A4 prodrug; tubulin polymerization inhibitor (colchicine site)
IUBSYMUCCVWXPE,ADRB1,ANTAGONIST,selective beta-1 adrenergic receptor blocker
CYXKNKQEMFBLER,CPT1A,INHIBITOR,carnitine palmitoyltransferase-1 inhibitor (perhexiline)
KLPWJLBORRMFGK,DRD2,ANTAGONIST,molindone; dopamine D2/D5 receptor antagonist
KLPWJLBORRMFGK,DRD5,ANTAGONIST,molindone; dopamine D2/D5 receptor antagonist
CMQOKZCYVZFZLZ,HSD11B1,INHIBITOR,11beta-hydroxysteroid dehydrogenase type 1 inhibitor
ULXXDDBFHOBEHA,EGFR,INHIBITOR,irreversible EGFR/HER2 (ErbB) tyrosine kinase inhibitor
ULXXDDBFHOBEHA,ERBB2,INHIBITOR,irreversible EGFR/HER2 (ErbB) tyrosine kinase inhibitor
OGWKCGZFUXNPDA,TUBB,INHIBITOR,vinca alkaloid; tubulin polymerization inhibitor (vinca site)
XTOSKUWVIRIKJD,SERPINC1,ACTIVATOR,heparin; potentiates antithrombin (SERPINC1) inhibition of thrombin/factor Xa
HFNKQEVNSGCOJV,JAK1,INHIBITOR,JAK1 tyrosine kinase inhibitor
HFNKQEVNSGCOJV,JAK2,INHIBITOR,JAK2 tyrosine kinase inhibitor
DAPFMGRCDFSUSN,CHRNA7,MODULATOR,alpha7 nicotinic acetylcholine receptor ligand with anti-muscarinic activity
DTGLZDAWLRGWQN,P2RY12,ANTAGONIST,active metabolite irreversibly blocks platelet P2Y12 ADP receptor
GXJABQQUPOEUTA,PSMB5,INHIBITOR,reversible 26S proteasome beta5 subunit inhibitor
HCYAFALTSJYZDH,SLC6A2,INHIBITOR,norepinephrine transporter (NET) reuptake inhibitor
BUGYDGFZZOZRHP,GRIN1,ANTAGONIST,uncompetitive NMDA receptor antagonist
VOBHXZCDAVEXEY,SLC6A3,INHIBITOR,dopamine transporter reuptake inhibitor / releaser (active d-amphetamine)
VOBHXZCDAVEXEY,SLC6A2,INHIBITOR,norepinephrine transporter reuptake inhibitor / releaser (active d-amphetamine)
CUIHSIWYWATEQL,KDR,INHIBITOR,VEGFR2 (KDR) receptor tyrosine kinase inhibitor
CUIHSIWYWATEQL,PDGFRB,INHIBITOR,PDGFR-beta receptor tyrosine kinase inhibitor
CUIHSIWYWATEQL,KIT,INHIBITOR,KIT receptor tyrosine kinase inhibitor
BPRHUIZQVSMCRT,HMGCR,INHIBITOR,HMG-CoA reductase inhibitor
ZEUITGRIYCTCEM,SLC6A4,INHIBITOR,serotonin transporter reuptake inhibitor
ZEUITGRIYCTCEM,SLC6A2,INHIBITOR,norepinephrine transporter reuptake inhibitor
ZUZXCJZLFRPFBD,FAF1,INHIBITOR,Fas-associated factor 1 (FAF1) inhibitor
ZRUFVDPYHLTYPD,KLKB1,INHIBITOR,plasma kallikrein inhibitor
VOSAWOSMGPKQEQ,HCRTR2,AGONIST,orexin receptor 2 (OX2R) selective agonist
SJVQHLPISAIATJ,PIK3CD,INHIBITOR,PI3K-delta catalytic subunit inhibitor
SJVQHLPISAIATJ,PIK3CG,INHIBITOR,PI3K-gamma catalytic subunit inhibitor
YNBBKDMAVRSYRE,KRAS,INHIBITOR,covalent KRAS G12C inhibitor
JFRWOHRGXFCADF,AKR1C3,INHIBITOR,aldo-keto reductase 1C3 (AKR1C3) inhibitor
PSBBWFNMHDUTRH,BACE1,INHIBITOR,beta-secretase 1 (BACE1) inhibitor
WPEWQEMJFLWMLV,KDR,INHIBITOR,VEGFR2 (KDR) receptor tyrosine kinase inhibitor
HGVDHZBSSITLCT,F10,INHIBITOR,direct factor Xa inhibitor
VZSAMEOETVNDQH,BRD4,INHIBITOR,BET bromodomain (BRD4/BRD2/BRD3) inhibitor
VZSAMEOETVNDQH,BRD2,INHIBITOR,BET bromodomain inhibitor
VZSAMEOETVNDQH,BRD3,INHIBITOR,BET bromodomain inhibitor
BQJCRHHNABKAKU,OPRM1,AGONIST,mu-opioid receptor agonist
PHXJVRSECIGDHY,ABL1,INHIBITOR,BCR-ABL1 tyrosine kinase inhibitor (multi-kinase)
FPOHNWQLNRZRFC,HDAC1,INHIBITOR,pan-histone deacetylase inhibitor
