aact_name,clean,nontherap_reason,n_trials
placebo to match tegobuvir,placebo to match tegobuvir,ext:placebo,1
Placebo to match GS-0938,Placebo to match GS-0938,ext:placebo,1
HyperHAES® (hypertonic saline/HES),HyperHAES (hypertonic saline/HES),ext:saline,1
Amoxicillin + MMX placebo,Amoxicillin + MMX placebo,ext:placebo,1
Placebo 2 (fo Dextromethorphan),Placebo 2 (fo Dextromethorphan),ext:placebo,1
Pacebo 1 (placebo for Amantadine),Pacebo 1 (placebo for Amantadine),ext:placebo,1
NaCl 0.9% (Sodium Chloride),NaCl 0.9% (Sodium Chloride),canonical:Sodium Chloride,1
GSK2336805 Matching Placebo,GSK2336805 Matching Placebo,ext:placebo,1
Placebo of tolvaptan,Placebo of tolvaptan,ext:placebo,1
Placebo pill given one hour before surgery,Placebo pill given one hour before surgery,ext:placebo,1
Saline or Midazolam (active placebo),Saline or Midazolam (active placebo),ext:placebo,1
Esomeprazol (40mg) + Sodium Bicarbonate (721mg),Esomeprazol (40mg) + Sodium Bicarbonate (721mg),ext:sodium bicarbonate,1
Placebo with Victrelis 800 mg,Placebo with Victrelis 800 mg,ext:placebo,1
Cohort 2: Victrelis 800 mg with Placebo,Cohort 2: Victrelis 800 mg with Placebo,ext:placebo,1
PET/CT with 18-FDG,PET/CT with 18-FDG,radiotracer/imaging,1
heparin-saline placebo,heparin-saline placebo,ext:placebo,1
Placebo + PPI,Placebo + PPI,ext:placebo,1
PF 05212389 or placebo,PF 05212389 or placebo,ext:placebo,1
Tekturna(Aliskiren) plus placebo,Tekturna(Aliskiren) plus placebo,ext:placebo,1
Iodine-alcohol,Iodine-alcohol,ext:alcohol,1
Placebo to match simtuzumab,Placebo to match simtuzumab,ext:placebo,1
placebo to loratadine,placebo to loratadine,ext:placebo,1
placebo to fexofenadine,placebo to fexofenadine,ext:placebo,1
Placebo for SCH 39641,Placebo for SCH 39641,ext:placebo,1
sulfamethoxazole + MMX placebo,sulfamethoxazole + MMX placebo,ext:placebo,1
Placebo to citalopram,Placebo to citalopram,ext:placebo,1
"Placebo for cis-UCA, eye drops","Placebo for cis-UCA, eye drops",ext:placebo,1
morphine Placebo,morphine Placebo,ext:placebo,1
Vehicle PDT,Vehicle PDT,ext:vehicle,1
Placebo to vilazodone,Placebo to vilazodone,ext:placebo,1
64Cu-DOTA-U3-1287,64Cu-DOTA-U3-1287,radiotracer/imaging,1
Placebo to glimepiride,Placebo to glimepiride,ext:placebo,1
placebo and vitamin D,placebo and vitamin D,ext:placebo,1
Docusate sodium and sorbitol rectal solution,Docusate sodium and sorbitol rectal solution,ext:sorbitol,1
Dose-matched placebo,Dose-matched placebo,ext:placebo,1
PF-04620110 or Placebo,PF-04620110 or Placebo,ext:placebo,1
diluted sodium bicarbonate 2.1%,diluted sodium bicarbonate 2.1%,ext:sodium bicarbonate,1
Vehicle PDT (VEH),Vehicle PDT (VEH),ext:vehicle,1
DE-101 Ophthalmic Suspension Vehicle,DE-101 Ophthalmic Suspension Vehicle,ext:vehicle,1
TR-701 FA 200 mg plus Placebo,TR-701 FA 200 mg plus Placebo,ext:placebo,1
[18F] CFPyPB,[18F] CFPyPB,radiotracer/imaging,1
[18F]MPPF,[18F]MPPF,radiotracer/imaging,1
normal saline (control),normal saline (control),ext:saline,1
[68Ga]DOTATOC,[68Ga]DOTATOC,radiotracer/imaging,1
Bacteriostatic 0.9% Sodium Chloride (vehicle),Bacteriostatic 0.9% Sodium Chloride (vehicle),canonical:Sodium Chloride,1
Sodium Chloride placebo,Sodium Chloride placebo,canonical:Sodium Chloride,1
Cryotherapy with liquid nitrogen,Cryotherapy with liquid nitrogen,ext:nitrogen,1
Azilsartan medoxomil/placebo,Azilsartan medoxomil/placebo,ext:placebo,1
hyperosmolar sodium lactate,hyperosmolar sodium lactate,canonical:Sodium Lactate,1
Placebo0921,Placebo0921,ext:placebo,1
IV isotonic saline,IV isotonic saline,ext:saline,1
Placebo trazodone and placebo Sentra PM,Placebo trazodone and placebo Sentra PM,ext:placebo,1
Naproxen and Theramine-like placebo,Naproxen and Theramine-like placebo,ext:placebo,1
Sertraline plus placebo of JWXYJN,Sertraline plus placebo of JWXYJN,ext:placebo,1
JWXYJN plus placebo of Sertraline,JWXYJN plus placebo of Sertraline,ext:placebo,1
Aerosolized Normal Saline,Aerosolized Normal Saline,ext:saline,1
tiotropium + placebo,tiotropium + placebo,ext:placebo,1
GSK2269557 matching placebo,GSK2269557 matching placebo,ext:placebo,1
Placebo to etoricoxib,Placebo to etoricoxib,ext:placebo,1
Placebo to match GSK2402968 6 mg/kg/week,Placebo to match GSK2402968 6 mg/kg/week,ext:placebo,1
Placebo to match GSK2402968 3 mg/kg/week,Placebo to match GSK2402968 3 mg/kg/week,ext:placebo,1
E6005 ointment (vehicle),E6005 ointment (vehicle),ext:vehicle,1
[18F]MK-9470,[18F]MK-9470,radiotracer/imaging,1
I.V injection of 10 ml normal saline,I.V injection of 10 ml normal saline,ext:saline,1
E2006 Matched Placebo or Zolpidem Matched Placebo,E2006 Matched Placebo or Zolpidem Matched Placebo,ext:placebo,1
E2006 Matched Placebo,E2006 Matched Placebo,ext:placebo,1
"Physiological Saline, N-Acetylcysteine and Sodium Bicarbonate","Physiological Saline, N-Acetylcysteine and Sodium Bicarbonate",ext:saline,1
Dextrose intraarticularly administered,Dextrose intraarticularly administered,ext:dextrose,1
nomral saline,nomral saline,ext:saline,1
Naltrexone + Placebo,Naltrexone + Placebo,ext:placebo,1
[18F]HX4,[18F]HX4,radiotracer/imaging,1
Part II- Placebo to naproxen 500 mg,Part II- Placebo to naproxen 500 mg,ext:placebo,1
Part II- Placebo to etoricoxib 60 mg,Part II- Placebo to etoricoxib 60 mg,ext:placebo,1
Part II - Placebo to etoricoxib 90 mg,Part II - Placebo to etoricoxib 90 mg,ext:placebo,1
Part I - Placebo to naproxen 500 mg,Part I - Placebo to naproxen 500 mg,ext:placebo,1
Part I - Placebo to etoricoxib 90 mg,Part I - Placebo to etoricoxib 90 mg,ext:placebo,1
Part I - Placebo to etoricoxib 60 mg,Part I - Placebo to etoricoxib 60 mg,ext:placebo,1
Placebo to Etoricoxib 90 mg,Placebo to Etoricoxib 90 mg,ext:placebo,1
Placebo to Etoricoxib 60 mg,Placebo to Etoricoxib 60 mg,ext:placebo,1
Vehicle alone,Vehicle alone,ext:vehicle,1
placebo: one dosage,placebo: one dosage,ext:placebo,1
Glucose-insulin infusion,Glucose-insulin infusion,ext:glucose,1
Glucose-infusion,Glucose-infusion,ext:glucose,1
Placebo - SAD,Placebo - SAD,ext:placebo,1
Placebo - MAD,Placebo - MAD,ext:placebo,1
Linezolid placebo,Linezolid placebo,ext:placebo,1
GSK1322322 placebo,GSK1322322 placebo,ext:placebo,1
[18F] MNI-558,[18F] MNI-558,radiotracer/imaging,1
Extended-release nicotinic acid versus placebo,Extended-release nicotinic acid versus placebo,ext:placebo,1
10 mg Natura-alpha capsule and 10 mg placebo capsule,10 mg Natura-alpha capsule and 10 mg placebo capsule,ext:placebo,1
VX-809 placebo,VX-809 placebo,ext:placebo,1
VX-770 placebo,VX-770 placebo,ext:placebo,1
AGN-207281 vehicle ophthalmic solution (Placebo),AGN-207281 vehicle ophthalmic solution (Placebo),ext:placebo,1
AGN-207281 ophthalmic solutions (0.1% and 0.3%); AGN-207281 vehicle ophthalmic solution (placebo),AGN-207281 ophthalmic solutions (0.1% and 0.3%); AGN-207281 vehicle ophthalmic solution (placebo),ext:placebo,1
"Placebo, visually identical to Lovaza","Placebo, visually identical to Lovaza",ext:placebo,1
Sodium bicarbonate plus NAC,Sodium bicarbonate plus NAC,ext:sodium bicarbonate,1
Saline hydration plus NAC,Saline hydration plus NAC,ext:saline,1
Oral placebo capsules,Oral placebo capsules,ext:placebo,1
Placebo matching Seroquel XR,Placebo matching Seroquel XR,ext:placebo,1
Placebo matching Seroquel IR,Placebo matching Seroquel IR,ext:placebo,1
Placebo mouthrinse,Placebo mouthrinse,ext:placebo,1
Placebo transdermal nicotine,Placebo transdermal nicotine,ext:placebo,1
placebo/escitalopram,placebo/escitalopram,ext:placebo,1
Placebo ketoconazole,Placebo ketoconazole,ext:placebo,1
Placebo to AZD2423,Placebo to AZD2423,ext:placebo,1
Placebo to rasagiline,Placebo to rasagiline,ext:placebo,1
Placebo to preladenant,Placebo to preladenant,ext:placebo,1
[18F]-fluorodeoxythymidine,[18F]-fluorodeoxythymidine,radiotracer/imaging,1
"Tadalafil, placebo","Tadalafil, placebo",ext:placebo,1
Nexagon® Vehicle,Nexagon Vehicle,ext:vehicle,1
Sodium bicarbonate (g/kg/day),Sodium bicarbonate (g/kg/day),ext:sodium bicarbonate,1
placebo to tocilizumab SC,placebo to tocilizumab SC,ext:placebo,1
placebo to tocilizumab IV,placebo to tocilizumab IV,ext:placebo,1
Nasal Normal Saline Spray,Nasal Normal Saline Spray,ext:saline,1
Placebo (mid dose),Placebo (mid dose),ext:placebo,1
Seretide 250 (8 puffs)/placebo via Volumatic spacer,Seretide 250 (8 puffs)/placebo via Volumatic spacer,ext:placebo,1
Seretide 250/placebo 8 puffs via Aerochamber Plus spacer,Seretide 250/placebo 8 puffs via Aerochamber Plus spacer,ext:placebo,1
quetiapine sr placebo,quetiapine sr placebo,ext:placebo,1
BI 638683 or placebo,BI 638683 or placebo,ext:placebo,1
Seretide 250/placebo via Synchro-Breathe,Seretide 250/placebo via Synchro-Breathe,ext:placebo,1
Placebo + Midazolam,Placebo + Midazolam,ext:placebo,1
colloid+acetated Ringer,colloid+acetated Ringer,ext:ringer,1
Placebo (Saxagliptin),Placebo (Saxagliptin),ext:placebo,1
Placebo (Metformin),Placebo (Metformin),ext:placebo,1
Placebo Aprepitant,Placebo Aprepitant,ext:placebo,1
placebo(distilled water),placebo(distilled water),ext:placebo,1
PF-05161704 or Placebo,PF-05161704 or Placebo,ext:placebo,1
Salsalate 2grams twice a day for 30 days. Then Placebo for 30 days,Salsalate 2grams twice a day for 30 days. Then Placebo for 30 days,ext:placebo,1
Placebo twice a day for 30 days. Then Salsalate 2gr BID for 30 days.,Placebo twice a day for 30 days. Then Salsalate 2gr BID for 30 days.,ext:placebo,1
Saline eyedrops,Saline eyedrops,ext:saline,1
18F-Flutemetamol,18F-Flutemetamol,radiotracer/imaging,1
GSK1292263 Placebo,GSK1292263 Placebo,ext:placebo,1
Metformin XR plus placebo,Metformin XR plus placebo,ext:placebo,1
Placebo Suppository,Placebo Suppository,ext:placebo,1
Tiotropium matching Placebo once daily,Tiotropium matching Placebo once daily,ext:placebo,1
clopidogrel and placebo,clopidogrel and placebo,ext:placebo,1
Iodine Povacrylex/74% Isopropyl Alcohol,Iodine Povacrylex/74% Isopropyl Alcohol,ext:alcohol,1
2% Chlorhexidine Gluconate/70% Isopropyl Alcohol,2% Chlorhexidine Gluconate/70% Isopropyl Alcohol,ext:alcohol,1
MK-0873 vehicle (placebo) Cream,MK-0873 vehicle (placebo) Cream,ext:placebo,1
Placebo soybean oil,Placebo soybean oil,ext:placebo,1
HEC Placebo gel,HEC Placebo gel,ext:placebo,1
placebo inhalation,placebo inhalation,ext:placebo,1
0.9% Sodium Chloride Schedule:,0.9% Sodium Chloride Schedule:,canonical:Sodium Chloride,1
Placebo Comparator B,Placebo Comparator B,ext:placebo,1
Placebo Comparator A,Placebo Comparator A,ext:placebo,1
GSK1349572 Placebo,GSK1349572 Placebo,ext:placebo,1
Raltegravir Placebo,Raltegravir Placebo,ext:placebo,1
Florbetapir,Florbetapir,radiotracer/imaging,1
Placebo given every month,Placebo given every month,ext:placebo,1
Placebo to match zanamivir,Placebo to match zanamivir,ext:placebo,1
Placebo to match oseltamivir,Placebo to match oseltamivir,ext:placebo,1
Multiple (Four Weekly) Subcutaneous Injections (Part B) of PB1023 or Placebo (0.9% NaCl),Multiple (Four Weekly) Subcutaneous Injections (Part B) of PB1023 or Placebo (0.9% NaCl),ext:placebo,1
131I-F16SIP Radioimmunotherapy (RIT),131I-F16SIP Radioimmunotherapy (RIT),radiotracer/imaging,1
AZD3161 Placebo,AZD3161 Placebo,ext:placebo,1
Placebo (for Glutamine),Placebo (for Glutamine),ext:placebo,1
Placebo A tablet,Placebo A tablet,ext:placebo,1
Single Subcutaneous Dose (Part A) of PB1023 or Placebo (0.9% NaCl),Single Subcutaneous Dose (Part A) of PB1023 or Placebo (0.9% NaCl),ext:placebo,1
"simvastatin, combined with simvastatin ezetimibe, placebo","simvastatin, combined with simvastatin ezetimibe, placebo",ext:placebo,1
99mTc-EC20,99mTc-EC20,radiotracer/imaging,1
Placebo of Amlodipine,Placebo of Amlodipine,ext:placebo,1
Placebo of Aliskiren/amlodipine 150/5 mg,Placebo of Aliskiren/amlodipine 150/5 mg,ext:placebo,1
Placebo of Aliskiren/amlodipine 150/2.5 mg,Placebo of Aliskiren/amlodipine 150/2.5 mg,ext:placebo,1
18-FDG PET/CT,18-FDG PET/CT,radiotracer/imaging,1
sucrose 5%,sucrose 5%,ext:sucrose,1
cotrimoxazole placebo,cotrimoxazole placebo,ext:placebo,1
Placebo to Match Propranolol,Placebo to Match Propranolol,ext:placebo,1
"estetrol, P2 and placebo tablets","estetrol, P2 and placebo tablets",ext:placebo,1
"estetrol, P 1 and placebo tablets","estetrol, P 1 and placebo tablets",ext:placebo,1
"Estradiol valerate, dienogest and placebo tablets","Estradiol valerate, dienogest and placebo tablets",ext:placebo,1
conventional plus placebo treatment,conventional plus placebo treatment,ext:placebo,1
"Placebo, then Naltrexone","Placebo, then Naltrexone",ext:placebo,1
"Naltrexone, then placebo","Naltrexone, then placebo",ext:placebo,1
Si-Ni-Tang/ Placebo of Si-Ni-Tang,Si-Ni-Tang/ Placebo of Si-Ni-Tang,ext:placebo,1
hypertonic saline (7%),hypertonic saline (7%),ext:saline,1
Saline soaked sponge,Saline soaked sponge,ext:saline,1
Placebo-matching vancomycin,Placebo-matching vancomycin,ext:placebo,1
Placebo-matching cadazolid,Placebo-matching cadazolid,ext:placebo,1
Tiotropium placebo,Tiotropium placebo,ext:placebo,1
placebo comparator nasal product,placebo comparator nasal product,ext:placebo,1
Placebo matching Medisorb naltrexone 380 mg,Placebo matching Medisorb naltrexone 380 mg,ext:placebo,1
Placebo matching Medisorb naltrexone 190 mg,Placebo matching Medisorb naltrexone 190 mg,ext:placebo,1
Placebo collagen Sponge,Placebo collagen Sponge,ext:placebo,1
Placebo (vehicle without active ingredient),Placebo (vehicle without active ingredient),ext:placebo,1
Placebo Liquid,Placebo Liquid,ext:placebo,1
GS-9256 placebo,GS-9256 placebo,ext:placebo,1
GS-9190 placebo,GS-9190 placebo,ext:placebo,1
Inert Placebo Capsule,Inert Placebo Capsule,ext:placebo,1
Definity contrast agent,Definity contrast agent,ext:contrast,1
vehicle for Tasocitinib,vehicle for Tasocitinib,ext:vehicle,1
Vehicle Topical Foam,Vehicle Topical Foam,ext:vehicle,1
hydroxyethyl starch 130/0.4 and sodium chloride injection,hydroxyethyl starch 130/0.4 and sodium chloride injection,canonical:Sodium Chloride,1
AGN-214868 placebo,AGN-214868 placebo,ext:placebo,1
VB-201 or Placebo,VB-201 or Placebo,ext:placebo,1
middle of the night placebo,middle of the night placebo,ext:placebo,1
bedtime placebo,bedtime placebo,ext:placebo,1
Placebo identical to BI 10773 low dose,Placebo identical to BI 10773 low dose,ext:placebo,1
Placebo identical to BI 10773 high dose,Placebo identical to BI 10773 high dose,ext:placebo,1
IDX320 placebo,IDX320 placebo,ext:placebo,1
IDX184 placebo,IDX184 placebo,ext:placebo,1
Placebo for Preladenant,Placebo for Preladenant,ext:placebo,1
Placebo to Rasagiline capsule,Placebo to Rasagiline capsule,ext:placebo,1
Placebo to Preladenant Tablet,Placebo to Preladenant Tablet,ext:placebo,1
The placebo contained 1 gram of corn oil in each capsule.,The placebo contained 1 gram of corn oil in each capsule.,ext:placebo,1
Helium/Oxygen 78%/22%,Helium/Oxygen 78%/22%,ext:oxygen,1
Air/Oxygen,Air/Oxygen,ext:oxygen,1
1 ml 0.9 % NaCl,1 ml 0.9 % NaCl,ext:nacl,1
"Metformin, placebo plus metformin","Metformin, placebo plus metformin",ext:placebo,1
Placebo for Rasagiline 1 mg capsule,Placebo for Rasagiline 1 mg capsule,ext:placebo,1
"PGL4001, placebo","PGL4001, placebo",ext:placebo,1
Placebo topical plaster,Placebo topical plaster,ext:placebo,1
Placebo (single and multiple doses),Placebo (single and multiple doses),ext:placebo,1
Placebo tofacitinib plus Methotrexate,Placebo tofacitinib plus Methotrexate,ext:placebo,1
fluorine F 18 fluorodopa,fluorine F 18 fluorodopa,radiotracer/imaging,1
Vehicle only,Vehicle only,ext:vehicle,1
Placebo ITX 5061,Placebo ITX 5061,ext:placebo,1
Placebo Inhaltion Powder,Placebo Inhaltion Powder,ext:placebo,1
ketoconazole (placebo to match),ketoconazole (placebo to match),ext:placebo,1
AMG811 Placebo,AMG811 Placebo,ext:placebo,1
Tofacitinib plus placebo methotrexate,Tofacitinib plus placebo methotrexate,ext:placebo,1
Nacl 9/00 - sugammadex,Nacl 9/00 - sugammadex,ext:nacl,1
Area cleaned with saline water and occluded with Tegaderm,Area cleaned with saline water and occluded with Tegaderm,ext:saline,1
Area cleaned with saline water,Area cleaned with saline water,ext:saline,1
Area cleaned with Ethyl alcohol solution,Area cleaned with Ethyl alcohol solution,ext:alcohol,1
Placebo to Naproxen,Placebo to Naproxen,ext:placebo,1
Combined Acetylcystein and Sodium Bicarbonate,Combined Acetylcystein and Sodium Bicarbonate,ext:sodium bicarbonate,1
placebo (tadalafil),placebo (tadalafil),ext:placebo,1
placebo (LY2452473),placebo (LY2452473),ext:placebo,1
SPECT : 123 I-FP-CIT (DATSCAN) and 123I-ADAM,SPECT : 123 I-FP-CIT (DATSCAN) and 123I-ADAM,radiotracer/imaging,1
Sugammadex - Nacl 9/00,Sugammadex - Nacl 9/00,ext:nacl,1
Fast Release Placebo,Fast Release Placebo,ext:placebo,1
Timed Release Placebo,Timed Release Placebo,ext:placebo,1
VX-985 or matching placebo,VX-985 or matching placebo,ext:placebo,1
placebo bolus and 8h infusion,placebo bolus and 8h infusion,ext:placebo,1
Placebo for recFSH,Placebo for recFSH,ext:placebo,1
Placebo for SCH 900962,Placebo for SCH 900962,ext:placebo,1
Placebo then Clarithromycin,Placebo then Clarithromycin,ext:placebo,1
Clarithromycin followed by placebo,Clarithromycin followed by placebo,ext:placebo,1
Fludeoxyglucose (18F) (FDG),Fludeoxyglucose (18F) (FDG),radiotracer/imaging,1
Placebo-group,Placebo-group,ext:placebo,1
Placebo to Nexium,Placebo to Nexium,ext:placebo,1
placebo risperidone,placebo risperidone,ext:placebo,1
Viokase 16 + placebo to Nexium,Viokase 16 + placebo to Nexium,ext:placebo,1
placebo inhaler,placebo inhaler,ext:placebo,1
Abatacept placebo,Abatacept placebo,ext:placebo,1
Placebo Suppositories,Placebo Suppositories,ext:placebo,1
Clonazepam/Placebo levetiracetam IV,Clonazepam/Placebo levetiracetam IV,ext:placebo,1
Placebo groups,Placebo groups,ext:placebo,1
AZD2423 Placebo,AZD2423 Placebo,ext:placebo,1
Placebo (2),Placebo (2),ext:placebo,1
Placebo (1),Placebo (1),ext:placebo,1
Placebo montelukast,Placebo montelukast,ext:placebo,1
Placebo fluticasone propionate via ACCUHALER/DISKUS,Placebo fluticasone propionate via ACCUHALER/DISKUS,ext:placebo,1
Placebo GSK2190915 two tablets,Placebo GSK2190915 two tablets,ext:placebo,1
Placebo GSK2190915 one tablet,Placebo GSK2190915 one tablet,ext:placebo,1
meropenem plus saline placebo,meropenem plus saline placebo,ext:placebo,1
PF-04191834 placebo,PF-04191834 placebo,ext:placebo,1
PUR 0110 Rectal Enema or Placebo Enema,PUR 0110 Rectal Enema or Placebo Enema,ext:placebo,1
Matching placebo transdermal patch,Matching placebo transdermal patch,ext:placebo,1
placebo (sugar pill),placebo (sugar pill),ext:placebo,1
10 mg/kg IV phenobarbital in 100 ml saline,10 mg/kg IV phenobarbital in 100 ml saline,ext:saline,1
PF-05161704 or placebo,PF-05161704 or placebo,ext:placebo,1
Bevacizumab Placebo,Bevacizumab Placebo,ext:placebo,1
AZD8848 and placebo,AZD8848 and placebo,ext:placebo,1
